question,query,
"Order the bikes by power, starting with the most powerful",SELECT * FROM bikes ORDER BY power_figures_in_bhp DESC;,
Rank the bikes from highest power to lowest power,SELECT * FROM bikes ORDER BY power_figures_in_bhp DESC;,
Sort the bikes in the ascending order of power,SELECT * FROM bikes ORDER BY power_figures_in_bhp DESC;,
Arrange the bikes by power from lowest to highest,SELECT * FROM bikes ORDER BY power_figures_in_bhp ASC;,
List the bikes in ascending order of their power,SELECT * FROM bikes ORDER BY power_figures_in_bhp ASC;,
Sort the bikes from the lowest power to the highest power,SELECT * FROM bikes ORDER BY power_figures_in_bhp ASC;,
"Order the bikes by power, starting with the least powerful",SELECT * FROM bikes ORDER BY power_figures_in_bhp ASC;,
Rank the bikes from lowest power to highest power,SELECT * FROM bikes ORDER BY power_figures_in_bhp ASC;,
Sort the bikes manufactured by Hero in descending order of price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
Sort Hero bikes by price in descending order  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
Sort bikes made by Hero from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
"Order Hero bikes by price, highest first  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
"List Hero bikes by price, starting with the most expensive  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
Rank Hero bikes from most to least expensive  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
Sort the Hero bikes by descending price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
Arrange Hero bikes from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price DESC;,
Sort the bikes manufactured by Hero in ascending order of price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
Sort Hero bikes by price in ascending order  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
Sort bikes made by Hero from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
"Order Hero bikes by price, lowest first  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
"List Hero bikes by price, starting with the least expensive  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
Rank Hero bikes from least to most expensive  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
Sort the Hero bikes by ascending price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
Arrange Hero bikes from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY price ASC;,
Sort the bikes manufactured by Hero in descending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
Sort Hero bikes by mileage in descending order  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
Sort bikes made by Hero from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
"Order Hero bikes by mileage, highest first  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
"List Hero bikes by mileage, starting with the most efficient  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
Rank Hero bikes from most to least mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
Sort the Hero bikes by descending mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
Arrange Hero bikes from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl DESC;,
Sort the bikes manufactured by Hero in ascending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
Sort Hero bikes by mileage in ascending order  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
Sort bikes made by Hero from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
"Order Hero bikes by mileage, lowest first  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
"List Hero bikes by mileage, starting with the least efficient  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
Rank Hero bikes from least to most mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
Sort the Hero bikes by ascending mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
Arrange Hero bikes from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY milage_in_kmpl ASC;,
Sort the bikes manufactured by Hero in descending order of power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
Sort Hero bikes by power in descending order  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
Sort bikes made by Hero from highest to lowest power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
"Order Hero bikes by power, highest first  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
"List Hero bikes by power, starting with the most powerful  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
Rank Hero bikes from most to least power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
Sort the Hero bikes by descending power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
Arrange Hero bikes from highest to lowest power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp DESC;,
Sort the bikes manufactured by Hero in ascending order of power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
Sort Hero bikes by power in ascending order  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
Sort bikes made by Hero from lowest to highest power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
"Order Hero bikes by power, lowest first  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
"List Hero bikes by power, starting with the least powerful  ",SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
Rank Hero bikes from least to most power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
Sort the Hero bikes by ascending power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
Arrange Hero bikes from lowest to highest power  ,SELECT * FROM bikes where manufacturer = 'Hero' ORDER BY power_figures_in_bhp ASC;,
Sort the bikes manufactured by Bajaj in descending order of price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
Sort Bajaj bikes by price in descending order  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
Sort bikes made by Bajaj from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
"Order Bajaj bikes by price, highest first  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
"List Bajaj bikes by price, starting with the most expensive  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
Rank Bajaj bikes from most to least expensive  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
Sort the Bajaj bikes by descending price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
Arrange Bajaj bikes from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price DESC;,
Sort the bikes manufactured by Bajaj in ascending order of price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
Sort Bajaj bikes by price in ascending order  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
Sort bikes made by Bajaj from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
"Order Bajaj bikes by price, lowest first  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
"List Bajaj bikes by price, starting with the least expensive  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
Rank Bajaj bikes from least to most expensive  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
Sort the Bajaj bikes by ascending price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
Arrange Bajaj bikes from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY price ASC;,
Sort the bikes manufactured by Bajaj in descending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
Sort Bajaj bikes by mileage in descending order  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
Sort bikes made by Bajaj from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
"Order Bajaj bikes by mileage, highest first  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
"List Bajaj bikes by mileage, starting with the most efficient  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
Rank Bajaj bikes from most to least mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
Sort the Bajaj bikes by descending mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
Arrange Bajaj bikes from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl DESC;,
Sort the bikes manufactured by Bajaj in ascending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
Sort Bajaj bikes by mileage in ascending order  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
Sort bikes made by Bajaj from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
"Order Bajaj bikes by mileage, lowest first  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
"List Bajaj bikes by mileage, starting with the least efficient  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
Rank Bajaj bikes from least to most mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
Sort the Bajaj bikes by ascending mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
Arrange Bajaj bikes from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY milage_in_kmpl ASC;,
Sort the bikes manufactured by Bajaj in descending order of power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
Sort Bajaj bikes by power in descending order  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
Sort bikes made by Bajaj from highest to lowest power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
"Order Bajaj bikes by power, highest first  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
"List Bajaj bikes by power, starting with the most powerful  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
Rank Bajaj bikes from most to least power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
Sort the Bajaj bikes by descending power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
Arrange Bajaj bikes from highest to lowest power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp DESC;,
Sort the bikes manufactured by Bajaj in ascending order of power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
Sort Bajaj bikes by power in ascending order  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
Sort bikes made by Bajaj from lowest to highest power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
"Order Bajaj bikes by power, lowest first  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
"List Bajaj bikes by power, starting with the least powerful  ",SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
Rank Bajaj bikes from least to most power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
Sort the Bajaj bikes by ascending power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
Arrange Bajaj bikes from lowest to highest power  ,SELECT * FROM bikes where manufacturer = 'Bajaj' ORDER BY power_figures_in_bhp ASC;,
Sort the bikes manufactured by Honda in descending order of price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
Sort Honda bikes by price in descending order  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
Sort bikes made by Honda from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
"Order Honda bikes by price, highest first  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
"List Honda bikes by price, starting with the most expensive  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
Rank Honda bikes from most to least expensive  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
Sort the Honda bikes by descending price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
Arrange Honda bikes from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price DESC;,
Sort the bikes manufactured by Honda in ascending order of price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
Sort Honda bikes by price in ascending order  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
Sort bikes made by Honda from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
"Order Honda bikes by price, lowest first  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
"List Honda bikes by price, starting with the least expensive  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
Rank Honda bikes from least to most expensive  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
Sort the Honda bikes by ascending price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
Arrange Honda bikes from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY price ASC;,
Sort the bikes manufactured by Honda in descending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
Sort Honda bikes by mileage in descending order  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
Sort bikes made by Honda from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
"Order Honda bikes by mileage, highest first  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
"List Honda bikes by mileage, starting with the most efficient  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
Rank Honda bikes from most to least mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
Sort the Honda bikes by descending mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
Arrange Honda bikes from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl DESC;,
Sort the bikes manufactured by Honda in ascending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
Sort Honda bikes by mileage in ascending order  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
Sort bikes made by Honda from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
"Order Honda bikes by mileage, lowest first  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
"List Honda bikes by mileage, starting with the least efficient  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
Rank Honda bikes from least to most mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
Sort the Honda bikes by ascending mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
Arrange Honda bikes from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY milage_in_kmpl ASC;,
Sort the bikes manufactured by Honda in descending order of power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
Sort Honda bikes by power in descending order  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
Sort bikes made by Honda from highest to lowest power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
"Order Honda bikes by power, highest first  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
"List Honda bikes by power, starting with the most powerful  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
Rank Honda bikes from most to least power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
Sort the Honda bikes by descending power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
Arrange Honda bikes from highest to lowest power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp DESC;,
Sort the bikes manufactured by Honda in ascending order of power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
Sort Honda bikes by power in ascending order  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
Sort bikes made by Honda from lowest to highest power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
"Order Honda bikes by power, lowest first  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
"List Honda bikes by power, starting with the least powerful  ",SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
Rank Honda bikes from least to most power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
Sort the Honda bikes by ascending power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
Arrange Honda bikes from lowest to highest power  ,SELECT * FROM bikes where manufacturer = 'Honda' ORDER BY power_figures_in_bhp ASC;,
Sort the bikes manufactured by TVS in descending order of price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
Sort TVS bikes by price in descending order  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
Sort bikes made by TVS from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
"Order TVS bikes by price, highest first  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
"List TVS bikes by price, starting with the most expensive  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
Rank TVS bikes from most to least expensive  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
Sort the TVS bikes by descending price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
Arrange TVS bikes from highest to lowest price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price DESC;,
Sort the bikes manufactured by TVS in ascending order of price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
Sort TVS bikes by price in ascending order  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
Sort bikes made by TVS from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
"Order TVS bikes by price, lowest first  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
"List TVS bikes by price, starting with the least expensive  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
Rank TVS bikes from least to most expensive  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
Sort the TVS bikes by ascending price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
Arrange TVS bikes from lowest to highest price  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY price ASC;,
Sort the bikes manufactured by TVS in descending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
Sort TVS bikes by mileage in descending order  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
Sort bikes made by TVS from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
"Order TVS bikes by mileage, highest first  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
"List TVS bikes by mileage, starting with the most efficient  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
Rank TVS bikes from most to least mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
Sort the TVS bikes by descending mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
Arrange TVS bikes from highest to lowest mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl DESC;,
Sort the bikes manufactured by TVS in ascending order of mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
Sort TVS bikes by mileage in ascending order  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
Sort bikes made by TVS from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
"Order TVS bikes by mileage, lowest first  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
"List TVS bikes by mileage, starting with the least efficient  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
Rank TVS bikes from least to most mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
Sort the TVS bikes by ascending mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
Arrange TVS bikes from lowest to highest mileage  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY milage_in_kmpl ASC;,
Sort the bikes manufactured by TVS in descending order of power  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY power_figures_in_bhp DESC;,
Sort TVS bikes by power in descending order  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY power_figures_in_bhp DESC;,
Sort bikes made by TVS from highest to lowest power  ,SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY power_figures_in_bhp DESC;,
"Order TVS bikes by power, highest first  ",SELECT * FROM bikes where manufacturer = 'Tvs' ORDER BY power_figures_in_bhp DESC;,
